id,title,claim,url,domain,news_date,true/false,published_paper_urls,published_paper_title,published_paper_authors,published_paper_abstract,published_paper_venue,published_paper_year,GPT_Response_1,GPT_Response_2,GPT_Response_3,GPT_Response_consensus
5610,Do Left-Handed People Die Younger Than Right-Handed People?,"Left-handed people, on average, die younger than right-handed people.",https://www.snopes.com/fact-check/left-hand-right-hand-death/,Humans,8-Mar-17,FALSE,https://pubmed.ncbi.nlm.nih.gov/10955411/,Handedness and Mortality: A Follow-Up Study of Danish Twins Born between 1900 and 1910,"O Basso, J Olsen, N V Holm, A Skytthe, J W Vaupel, K Christensen","The declining prevalence of left-handed individuals with increasing age has led to two main avenues of hypotheses; the association is due either (1) to a birth cohort effect and/or an age effect caused by a switch to right-handedness with advancing age or (2) to mortality selection that reduces survival in left-handed individuals, or both. It is uncertain whether a cohort or age effect can explain the decline in age-related prevalence, and conflicting evidence exists in favor of the mortality hypothesis. We compared mortality in a subgroup of 118 opposite-handed twin pairs by counting in how many instances the right-handed twin died first. There was no evidence of differential survival between right-handed and non-right-handed individuals in the entire 1900-1910 cohort. With respect to the number of right-handed twins who died first, there was no material disadvantage among those who were not right-handed. In 60% (95% confidence interval = 49.0-71.5%) of dizygotic pairs, the right-handed twins died first. In 50% of monozygotic pairs, right-handed twins died first. The prevalence of not being right-handed was higher among males (9.2%) than females (6.5%); there was a similar frequency of non-right-handedness in monozygotic (8.0%) and dizygotic (7.8%) twins. We did not find evidence of excess mortality among non-right-handed adult twins in this follow-up study.",Epidemiology,2000,CONTRADICT,NEI,CONTRADICT,CONTRADICT
5611,Does Putting a Raw Cut Onion in Your Sock Cure Medical Ailments?,"Placing a raw, cut onion in contact with your foot overnight â€œpurifies your bloodâ€, removes â€œtoxinsâ€, and heals your body.",https://www.snopes.com/fact-check/onion-in-your-sock-cure/,Health,24-Jan-17,FALSE,https://pubmed.ncbi.nlm.nih.gov/15046820/,The effects of allyl sulfides on the induction of phase II detoxification enzymes and liver injury by carbon tetrachloride,"T Fukao, T Hosono, S Misawa, T Seki, T Ariga","Allyl sulfides, e.g., diallyl sulfide (DAS), diallyl disulfide (DADS), and diallyl trisulfide (DATS), are principal constituents of garlic oil. In the present study, we investigated the in vivo effect of these sulfides on the phase I and phase II drug-metabolizing enzymes, and elucidated their structure-function relationship. A highly purified form of each sulfide (more than 99% purity) was administered i.p. as a bolus to rats at a concentration of 10 or 100 micromol/kg body weight for 14 consecutive days. As to the phase I enzymes, DAS (100 micromol/kg) slightly but significantly increased cytochrome P-450 (CYP) 2E1 activity (1.6-fold vs. control), whereas DADS and DATS did not affect it or the hepatic total CYP level or CYP1A1/2 activity. With respect to the phase II enzymes, DATS (10 micromol/kg) and DADS at a 10-fold higher dose (100 micromol/kg) significantly increased the activities of glutathione S-transferase, quinone reductase, and antioxidative enzyme glutathione peroxidase; whereas DAS did not. In the carbon tetrachloride (CCl4)-induced acute liver injury model of rats, either DATS (10 micromol/kg) or DADS (100 micromol/kg) significantly reduced the injury caused by the induction of phase II enzymes with CCl4. In conclusion, the sulfides affected both phase I and phase II enzymes, the former being stimulated by the monosulfide only and the latter, strongly by the trisulfide and weakly by the disulfide. Therefore, the polysulfide DATS may be one of the important factors in garlic oil that protects our body against the injury caused by radical molecules encountered in daily life.",Food and Chemical Toxicology,2004,NEI,CONTRADICT,CONTRADICT,CONTRADICT
5612,Is Cancer Caused by a Deficiency of 'Vitamin B17'?,"Cancer is caused by a deficiency of vitamin â€œB17,â€ a condition that can be remedied with nutritional supplements.",https://www.snopes.com/fact-check/cancer-vitamin-b17-deficiency/,Health,12-Jan-17,FALSE,https://pubmed.ncbi.nlm.nih.gov/7033783/,A Clinical Trial of Amygdalin (Laetrile) in the Treatment of Human Cancer,"C G Moertel, T R Fleming, J Rubin, L K Kvols, G Sarna, R Koch, V E Currie, C W Young, S E Jones, J P Davignon","One hundred seventy-eight patients with cancer were treated with amygdalin (Laetrile) plus a ""metabolic therapy"" program consisting of diet, enzymes, and vitamins. The great majority of these patients were in good general condition before treatment. None was totally disabled or in preterminal condition. One third had not received any previous chemotherapy. The pharmaceutical preparations of amygdalin, the dosage, and the schedule were representative of past and present Laetrile practice. No substantive benefit was observed in terms of cure, improvement or stabilization of cancer, improvement of symptoms related to cancer, or extension of life span. The hazards of amygdalin therapy were evidenced in several patients by symptoms of cyanide toxicity or by blood cyanide levels approaching the lethal range. Patients exposed to this agent should be instructed about the danger of cyanide poisoning, and their blood cyanide levels should be carefully monitored. Amygdalin (Laetrile) is a toxic drug that is not effective as a cancer treatment.",The New England Journal of Medicine,1982,CONTRADICT,CONTRADICT,CONTRADICT,CONTRADICT
5613,Can You Use Peanut Butter to Diagnose Alzheimerâ€™s Disease?,Peanut butter can be used to diagnose Alzheimerâ€™s Disease.,https://www.snopes.com/fact-check/can-you-use-peanut-butter-to-diagnose-alzheimers-disease/,Health,27-Dec-16,FALSE,https://pubmed.ncbi.nlm.nih.gov/26402773/,Unirhinal Olfactory Testing for the Diagnostic Workup of Mild Cognitive Impairment,"Caroline Huart, Philippe Rombaux, Thomas GÃ©rard, Bernard Hanseeuw, Renaud Lhommel, Lisa Quenon, Adrian Ivanoiu, AndrÃ© Mouraux","Olfactory dysfunction is associated with Alzheimer's disease (AD), and already present at pre-dementia stage. Based on the assumption that early neurodegeneration in AD is asymmetrical and that olfactory input is primarily processed in the ipsilateral hemisphere, we assessed whether unirhinal psychophysical and electrophysiological assessment of olfactory function can contribute to the diagnostic workup of mild cognitive impairment (MCI). Olfactory function of 13 MCI patients with positive amyloid PET, 13 aged-matched controls (AC) with negative amyloid PET and 13 patients with post-infectious olfactory loss (OD) was assessed unirhinally using (1) psychophysical testing of olfactory detection, discrimination and identification performance and (2) the recording of olfactory event-related brain potentials. Time-frequency analysis was used to enhance the signal-to-noise ratio of the electrophysiological responses. Psychophysical and electrophysiological assessment of auditory and trigeminal chemosensory function served as controls. As compared to AC and OD, MCI patients exhibited a significant asymmetry of olfactory performance. This asymmetry efficiently discriminated between MCI and AC (sensitivity: 85% , specificity: 77% ), as well as MCI and OD (sensitivity: 85% , specificity: 70% ). There was also an asymmetry of the electrophysiological responses, but not specific for MCI. In both MCI and OD, olfactory stimulation of the best nostril elicited significantly more activity than stimulation of the worse nostril, between 3-7.5 Hz and 1.2-2.0 s after stimulus onset. Trigeminal and auditory psychophysical testing did not show any difference between groups. MCI patients exhibit a marked asymmetry of behavioral olfactory function, which could be useful for the diagnostic workup of MCI.",Journal of Alzheimer's Disease,2015,CONTRADICT,CONTRADICT,CONTRADICT,CONTRADICT
5614,Can a Fetus Send Its Own Stem Cells to Repair Its Motherâ€™s Damaged Organs?,"During pregnancy, if the mother suffers organ damage, the baby in the womb sends stem cells to repair the damaged organ.",https://www.snopes.com/fact-check/fetus-can-send-stem-cells-repair-mothers-damaged-organs/,Health,7-Dec-16,TRUE,https://pubmed.ncbi.nlm.nih.gov/18178828/,Pregnancy Allows the Transfer and Differentiation of Fetal Lymphoid Progenitors into Functional T and B Cells in Mothers,"Kiarash Khosrotehrani, MichÃ¨le Leduc, VÃ©ronique Bachy, Sau Nguyen Huu, MichÃ¨le Oster, Aicha Abbas, Serge Uzan, SÃ©lim Aractingi","T lymphocytes of fetal origin found in maternal circulation after gestation have been reported as a possible cause for autoimmune diseases. During gestation, mothers acquire CD34+CD38+ cells of fetal origin that persist decades. In this study, we asked whether fetal T and B cells could develop from these progenitors in the maternal thymus and bone marrow during and after gestation. RAG-/--deficient female mice (Ly5.2) were mated to congenic wild-type Ly5.1 mice (RAG+/+). Fetal double-positive T cells (CD4+CD8+) with characteristic TCR and IL-7R expression patterns could be recovered in maternal thymus during the resulting pregnancies. We made similar observations in the thymus of immunocompetent mothers. Such phenomenon was observed overall in 12 of 68 tested mice compared with 0 of 51 controls (p=0.001). T cells could also be found in maternal spleen and produced IFN-gamma in the presence of an allogenic or an Ag-specific stimulus. Similarly, CD19+IgM+ fetal B cells as well as plasma Igs could be found in maternal RAG-/- bone marrow and spleen after similar matings. Our results suggest that during gestation mothers acquire fetal lymphoid progenitors that develop into functional T cells. This fetal cell microchimerism may have a direct impact on maternal health.",Journal of Immunology,2008,CONTRADICT,SUPPORT,SUPPORT,SUPPORT
5615,Can Marijuana Help Heal Broken Bones?,Scientific studies support the conclusion that marijuana can play a role in healing broken bones.,https://www.snopes.com/fact-check/can-marijuana-help-heal-broken-bones/,Health,26-Nov-16,TRUE,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2219532/,"The diverse CB1 and CB2 receptor pharmacology of three plant cannabinoids: Î”9-tetrahydrocannabinol, cannabidiol and Î”9-tetrahydrocannabivarin",R G Pertwee,"Cannabis sativa is the source of a unique set of compounds known collectively as plant cannabinoids or phytocannabinoids. This review focuses on the manner with which three of these compounds, (âˆ’)-trans-Î”9-tetrahydrocannabinol (Î”9-THC), (âˆ’)-cannabidiol (CBD) and (âˆ’)-trans-Î”9-tetrahydrocannabivarin (Î”9-THCV), interact with cannabinoid CB1 and CB2 receptors. Î”9-THC, the main psychotropic constituent of cannabis, is a CB1 and CB2 receptor partial agonist and in line with classical pharmacology, the responses it elicits appear to be strongly influenced both by the expression level and signalling efficiency of cannabinoid receptors and by ongoing endogenous cannabinoid release. CBD displays unexpectedly high potency as an antagonist of CB1/CB2 receptor agonists in CB1- and CB2-expressing cells or tissues, the manner with which it interacts with CB2 receptors providing a possible explanation for its ability to inhibit evoked immune cell migration. Î”9-THCV behaves as a potent CB2 receptor partial agonist in vitro. In contrast, it antagonizes cannabinoid receptor agonists in CB1-expressing tissues. This it does with relatively high potency and in a manner that is both tissue and ligand dependent. Î”9-THCV also interacts with CB1 receptors when administered in vivo, behaving either as a CB1 antagonist or, at higher doses, as a CB1 receptor agonist. Brief mention is also made in this review, first of the production by Î”9-THC of pharmacodynamic tolerance, second of current knowledge about the extent to which Î”9-THC, CBD and Î”9-THCV interact with pharmacological targets other than CB1 or CB2 receptors, and third of actual and potential therapeutic applications for each of these cannabinoids.",British Journal of Pharmacology,2007,CONTRADICT,CONTRADICT,CONTRADICT,CONTRADICT
5616,Our Days Feel Shorter Because Time Is Literally Speeding Up,Time itself is speeding up and we actually perceive a 24-hour day as a 16-hour day.,https://www.snopes.com/fact-check/our-days-feel-shorter-because-time-is-literally-speeding-up/,Physics,19-Nov-16,FALSE,https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1029/2000JA900118,Decrease of the first Schumann resonance frequency during solar proton events,"V. C. Roldugin, Y. P. Maltsev, G. A. Petrova, A. N. Vasiljev","The variations of the first-order Schumann resonance frequency in Kola peninsula are studied for four solar proton events on November 4 and 6, 1997 and on May 2 and May 6, 1998. It is found that the frequency decreases by about 0.15 Hz during the peaks of the proton penetrations. Such a decrease is in agreement with modeling calculations. A very intensive solar X ray burst preceding the proton flare on November 6 caused an increase of the resonance frequency. The decrease of amplitude about of 0.2 pT and the decrease of the resonance bandwidth about of 0.2 Hz are observed in the November events.",Journal of Geophysical Research: Space Physics,2001,CONTRADICT,CONTRADICT,CONTRADICT,CONTRADICT
5617,"No, NASA Does Not Plan To Send â€˜Nude Picsâ€™ into Space",NASA will launch naked pictures of humans into space in hopes of â€œattracting aliens.â€,https://www.snopes.com/fact-check/nasa-nude-pics-into-space/,Space,10-May-22,FALSE,https://arxiv.org/abs/2203.04288,A Beacon in the Galaxy: Updated Arecibo Message for Potential FAST and SETI Projects,"Jonathan H. Jiang, Hanjie Li, Matthew Chong, Qitian Jin, Philip E. Rosen, Xiaoming Jiang, Kristen A. Fahy, Stuart F. Taylor, Zhihui Kong, Jamilah Hah, Zong-Hong Zhu","An updated, binary-coded message has been developed for transmission to extraterrestrial intelligences in the Milky Way galaxy. The proposed message includes basic mathematical and physical concepts to establish a universal means of communication followed by information on the biochemical composition of life on Earth, the Solar System's time-stamped position in the Milky Way relative to known globular clusters, as well as digitized depictions of the Solar System, and Earth's surface. The message concludes with digitized images of the human form, along with an invitation for any receiving intelligences to respond. Calculation of the optimal timing during a given calendar year is specified for potential future transmission from both the Five-hundred-meter Aperture Spherical radio Telescope in China and the SETI Institute's Allen Telescope Array in northern California to a selected region of the Milky Way which has been proposed as the most likely for life to have developed. These powerful new beacons, the successors to the Arecibo radio telescope which transmitted the 1974 message upon which this expanded communication is in part based, can carry forward Arecibo's legacy into the 21st century with this equally well-constructed communication from Earth's technological civilization.",Galaxies,2022,CONTRADICT,CONTRADICT,CONTRADICT,CONTRADICT
5618,Is This How Grains of Salt Look Under a Microscope?,A viral image shows how grains of salt look under a microscope.,https://www.snopes.com/fact-check/salt-grains-microscope/,Tech,29-Jan-22,TRUE,https://pubmed.ncbi.nlm.nih.gov/28500755/,Enhanced FIB-SEM systems for large-volume 3D imaging,"C Shan Xu, Kenneth J Hayworth, Zhiyuan Lu, Patricia Grob, Ahmed M Hassan, JosÃ© G GarcÃ­a-CerdÃ¡n, Krishna K Niyogi, Eva Nogales, Richard J Weinberg, Harald F Hess","Focused Ion Beam Scanning Electron Microscopy (FIB-SEM) can automatically generate 3D images with superior z-axis resolution, yielding data that needs minimal image registration and related post-processing. Obstacles blocking wider adoption of FIB-SEM include slow imaging speed and lack of long-term system stability, which caps the maximum possible acquisition volume. Here, we present techniques that accelerate image acquisition while greatly improving FIB-SEM reliability, allowing the system to operate for months and generating continuously imaged volumes > 106 Âµm3. These volumes are large enough for connectomics, where the excellent z resolution can help in tracing of small neuronal processes and accelerate the tedious and time-consuming human proofreading effort. Even higher resolution can be achieved on smaller volumes. We present example data sets from mammalian neural tissue, Drosophila brain, and Chlamydomonas reinhardtii to illustrate the power of this novel high-resolution technique to address questions in both connectomics and cell biology.",eLife,2017,CONTRADICT,CONTRADICT,NEI,CONTRADICT
5619,"Yes, Researchers Taught a Goldfish To Steer a Tank on Wheels","Researchers at Ben-Gurion University in Israel taught goldfish to steer a specially designed ""fish-operated vehicle"" to get food.",https://www.snopes.com/fact-check/goldfish-steer-tank-on-wheels/,Nature,9-Jan-22,TRUE,https://www.sciencedirect.com/science/article/abs/pii/S0166432821005994,From fish out of water to new insights on navigation mechanisms in animals,"Shachar Givon, Matan Samina, Ohad Ben-Shahar, Ronen Segev","Navigation is a critical ability for animal survival and is important for food foraging, finding shelter, seeking mates and a variety of other behaviors. Given their fundamental role and universal function in the animal kingdom, it makes sense to explore whether space representation and navigation mechanisms are dependent on the species, ecological system, brain structures, or whether they share general and universal properties. One way to explore this issue behaviorally is by domain transfer methodology, where one species is embedded in another speciesâ€™ environment and must cope with an otherwise familiar (in our case, navigation) task. Here we push this idea to the limit by studying the navigation ability of a fish in a terrestrial environment. For this purpose, we trained goldfish to use a Fish Operated Vehicle (FOV), a wheeled terrestrial platform that reacts to the fishâ€™s movement characteristics, location and orientation in its water tank to change the vehicleâ€™s; i.e., the water tankâ€™s, position in the arena. The fish were tasked to â€œdriveâ€ the FOV towards a visual target in the terrestrial environment, which was observable through the walls of the tank, and indeed were able to operate the vehicle, explore the new environment, and reach the target regardless of the starting point, all while avoiding dead-ends and correcting location inaccuracies. These results demonstrate how a fish was able to transfer its space representation and navigation skills to a wholly different terrestrial environment, thus supporting the hypothesis that the former possess a universal quality that is species-independent.",Behavioural Brain Research,2022,SUPPORT,SUPPORT,SUPPORT,SUPPORT
5620,Are African Countries Planting Giant Wall of Trees To Stop Sahara Desertâ€™s Spread?,"More than 20 African countries banded together to combat the spread of the Sahara Desert by planting a giant wall of trees to run across the continent. This wall will stretch for around 7,000 km coast to coast.",https://www.snopes.com/fact-check/africa-giant-wall-of-trees-sahara/,Society,29-Nov-21,TRUE,https://www.nature.com/articles/s41893-021-00801-8,Economic efficiency and targeting of the African Great Green Wall,"A. Mirzabaev, M. Sacande, F. Motlagh, A. Shyrokaya, A. Martucci","Land degradation in the Sahel threatens livelihoods and food security. The Great Green Wall programme is a colossal initiative to restore 100 million hectares of degraded ecosystems across 11 countries in the region, which started in 2007 to also promote sustainable development and climate change mitigation. We evaluated the economic costs and benefits of future land restoration projects under this programme. We applied different scenarios that account for both market-priced and non-market benefits from restored ecosystems and consider the heterogeneity of local decision-making contexts in terms of investment planning horizons, discount rates, and the time needed for the restored ecosystems to start yielding their benefits in full. The results show that every US dollar invested into land restoration yields on average US$1.2 under the base scenario, ranging from US$1.1 to US$4.4 across the scenarios. At most, ten years are needed for land restoration activities to break even from the social perspective, accounting for both market-priced and non-market ecosystem benefits. To fund all proposed land restoration activities, an investment of US$44 billion is needed under the base scenario (US$18â€“70 billion across scenarios). Violent conflicts in the Sahel are estimated to reduce the accessibility to these degraded ecosystems from 27.9 million hectares to 14.1 million hectares. The study highlights activities and locations where land restoration is both economically attractive and ecologically sustainable, even after accounting for lower survival rates of planted trees and grasses, persistence of land degradation drivers and the growing number of violent conflicts hindering land restoration in the Sahel. This information can help improve the targeting of future land restoration activities in the region.",Nature Sustainability,2021,SUPPORT,SUPPORT,SUPPORT,SUPPORT
5621,Did Purdue Researchers Invent the Whitest Shade of White Paint?,"In 2021, Guinness World Records named paint developed by researchers at Purdue University the world's whitest.",https://www.snopes.com/fact-check/whitest-paint-guinness-record/,Tech,24-Sep-21,TRUE,https://pubs.acs.org/doi/10.1021/acsami.1c02368,Ultrawhite BaSO4 Paints and Films for Remarkable Daytime Subambient Radiative Cooling,"Xiangyu Li, Joseph Peoples, Peiyan Yao, Xiulin Ruan","Radiative cooling is a passive cooling technology that offers great promises to reduce space cooling cost, combat the urban island effect, and alleviate the global warming. To achieve passive daytime radiative cooling, current state-of-the-art solutions often utilize complicated multilayer structures or a reflective metal layer, limiting their applications in many fields. Attempts have been made to achieve passive daytime radiative cooling with single-layer paints, but they often require a thick coating or show partial daytime cooling. In this work, we experimentally demonstrate remarkable full-daytime subambient cooling performance with both BaSO4 nanoparticle films and BaSO4 nanocomposite paints. BaSO4 has a high electron band gap for low solar absorptance and phonon resonance at 9 Î¼m for high sky window emissivity. With an appropriate particle size and a broad particle size distribution, the BaSO4 nanoparticle film reaches an ultrahigh solar reflectance of 97.6% and a high sky window emissivity of 0.96. During field tests, the BaSO4 film stays more than 4.5 Â°C below ambient temperature or achieves an average cooling power of 117 W/m2. The BaSO4-acrylic paint is developed with a 60% volume concentration to enhance the reliability in outdoor applications, achieving a solar reflectance of 98.1% and a sky window emissivity of 0.95. Field tests indicate similar cooling performance to the BaSO4 films. Overall, our BaSO4-acrylic paint shows a standard figure of merit of 0.77, which is among the highest of radiative cooling solutions while providing great reliability, convenient paint form, ease of use, and compatibility with the commercial paint fabrication process.",ACS Applied Materials & Interfaces,2021,SUPPORT,SUPPORT,SUPPORT,SUPPORT
5622,Does This Video Show a Nanobot Inseminating Egg with â€˜Lazyâ€™ Sperm?,A video filmed at the microscopic level shows a nanobot as it â€œpicks up a lazy sperm by the tail and inseminates an egg with it.â€,https://www.snopes.com/fact-check/nanobot-inseminate-egg-sperm/,Tech,23-Sep-21,TRUE,https://pubs.acs.org/doi/10.1021/acs.nanolett.5b04221,Cellular Cargo Delivery: Toward Assisted Fertilization by Sperm-Carrying Micromotors,"Mariana Medina-SÃ¡nchez, Lukas Schwarz, Anne K. Meyer, Franziska Hebenstreit, Oliver G. Schmidt","We present artificially motorized sperm cellsâ€”a novel type of hybrid micromotor, where customized microhelices serve as motors for transporting sperm cells with motion deficiencies to help them carry out their natural function. Our results indicate that metal-coated polymer microhelices are suitable for this task due to potent, controllable, and nonharmful 3D motion behavior. We manage to capture, transport, and release single immotile live sperm cells in fluidic channels that allow mimicking physiological conditions. Important steps toward fertilization are addressed by employing proper means of sperm selection and oocyte culturing. Despite the fact that there still remain some challenges on the way to achieve successful fertilization with artificially motorized sperms, we believe that the potential of this novel approach toward assisted reproduction can be already put into perspective with the present work.",Nano Letters,2016,SUPPORT,SUPPORT,SUPPORT,SUPPORT
5623,Do â€˜Sonic Weaponsâ€™ Adequately Explain â€˜Havana Syndromeâ€™?,"An inaudible sonic weapon adequately explains the ""Havana Syndrome,"" a range of symptoms experienced by diplomats suffering from â€œhealth attacksâ€ in Cuba.",https://www.snopes.com/fact-check/do-sonic-weapons-explain-the-health-diplomats-cuba/,Health,25-Sep-17,FALSE,https://pubmed.ncbi.nlm.nih.gov/23759188/,Effects of Ultrasonic Noise on the Human Bodyâ€”A Bibliographic Review,"BoÅ¼ena Smagowska, MaÅ‚gorzata Pawlaczyk-ÅuszczyÅ„ska","Industrial noise in the working environment has adverse effects on human hearing; literature and private studies confirm that. It has been determined that significant changes in the hearing threshold level occur in the high frequency audiometry, i.e., in the 8-20 kHz frequency range. Therefore, it is important to determine the effect of ultrasonic noise (10-40 kHz) on the human body in the working environment. This review describes hearing and nonhearing effects (thermal effects, subjective symptoms and functional changes) of the exposure to noise emitted by ultrasound devices. Many countries have standard health exposure limits to prevent effects of the exposure to ultrasonic noise in the working environment.",International Journal of Occupational Safety and Ergonomics,2013,CONTRADICT,CONTRADICT,CONTRADICT,CONTRADICT
5624,Does Burning Sage Eliminate Airborne Bacteria?,A 2007 study showed burning sage kills 94% of bacteria.,https://www.snopes.com/fact-check/burning-sage-kill-bacteria/,Health,17-Jul-20,FALSE,https://journals.lww.com/ijoo/Fulltext/2018/24010/Effect_of_smoke_from_medicinal_herbs_on_the.2.aspx,Effect of smoke from medicinal herbs on the nosocomial infections in ENT outpatient department,"Samanth, T U, Jha, Sushil G, Sinha, Vikas, Patel, Shirishkumar1, Desai, Kairavi J","From time immemorial, human beings have used smoke of medicinal plants for curing disorders. Smoke produced from natural substances has been used extensively in many cultures, and famous ancient physicians have described and recommended such use. To reduce the nosocomial infections at the ENT outpatient department. Air sampling is done by set plate method. Air sampling of the medicinal smoke arising after burning a mixture of wood of mango or pipal tree and medicinal herbs (obtained from shantikunj haridwar ) with rituals in an indoor environment. Medicinal smoke caused over 95% reduction of aerial bacterial counts by 60 min. We have observed that 1 h treatment of medicinal smoke emanated by burning wood and a mixture of odoriferous and medicinal herbs (havan sÃ¡magri = material used in oblation to fire all over India) on aerial bacterial population caused over 95% reduction of bacterial counts by 60 min.",Indian Journal of Otology,2018,SUPPORT,SUPPORT,SUPPORT,SUPPORT
5625,Are These Petri Dishes Coughed On With and Without a Mask?,A photograph shows one petri dish that was coughed on by a person not wearing a mask and another petri dish coughed on by the same person wearing a mask.,https://www.snopes.com/fact-check/petri-dishes-coughed-on-mask/,Health,28-May-20,TRUE,https://pubmed.ncbi.nlm.nih.gov/16272510/,Defining the normal bacterial flora of the oral cavity,"JÃ¸rn A Aas, Bruce J Paster, Lauren N Stokes, Ingar Olsen, Floyd E Dewhirst","More than 700 bacterial species or phylotypes, of which over 50% have not been cultivated, have been detected in the oral cavity. Our purposes were (i) to utilize culture-independent molecular techniques to extend our knowledge on the breadth of bacterial diversity in the healthy human oral cavity, including not-yet-cultivated bacteria species, and (ii) to determine the site and subject specificity of bacterial colonization. Nine sites from five clinically healthy subjects were analyzed. Sites included tongue dorsum, lateral sides of tongue, buccal epithelium, hard palate, soft palate, supragingival plaque of tooth surfaces, subgingival plaque, maxillary anterior vestibule, and tonsils. 16S rRNA genes from sample DNA were amplified, cloned, and transformed into Escherichia coli. Sequences of 16S rRNA genes were used to determine species identity or closest relatives. In 2,589 clones, 141 predominant species were detected, of which over 60% have not been cultivated. Thirteen new phylotypes were identified. Species common to all sites belonged to the genera Gemella, Granulicatella, Streptococcus, and Veillonella. While some species were subject specific and detected in most sites, other species were site specific. Most sites possessed 20 to 30 different predominant species, and the number of predominant species from all nine sites per individual ranged from 34 to 72. Species typically associated with periodontitis and caries were not detected. There is a distinctive predominant bacterial flora of the healthy oral cavity that is highly diverse and site and subject specific. It is important to fully define the human microflora of the healthy oral cavity before we can understand the role of bacteria in oral disease.",Journal of Clinical Microbiology,2005,CONTRADICT,CONTRADICT,CONTRADICT,CONTRADICT
5626,"Did NASA 'Admit' Climate Change Is Caused by Changes in Earthâ€™s Orbit, Not Humans?","NASA ""admitted"" that climate change occurs naturally as a result of changes in Earth's solar orbit and not anthropogenic factors.",https://www.snopes.com/fact-check/nasa-climate-change-admission/,Environment,5-Sep-19,FALSE,https://www.science.org/doi/10.1126/sciadv.1601207,Assessing recent warming using instrumentally homogeneous sea surface temperature records,"Zeke Hausfather, Kevin Cowtan, David C. Clarke, Peter Jacobs, Mark Richardson, Robert Rohde","Sea surface temperature (SST) records are subject to potential biases due to changing instrumentation and measurement practices. Significant differences exist between commonly used composite SST reconstructions from the National Oceanic and Atmospheric Administrationâ€™s Extended Reconstruction Sea Surface Temperature (ERSST), the Hadley Centre SST data set (HadSST3), and the Japanese Meteorological Agencyâ€™s Centennial Observation-Based Estimates of SSTs (COBE-SST) from 2003 to the present. The update from ERSST version 3b to version 4 resulted in an increase in the operational SST trend estimate during the last 19 years from 0.07Â° to 0.12Â°C per decade, indicating a higher rate of warming in recent years. We show that ERSST version 4 trends generally agree with largely independent, near-global, and instrumentally homogeneous SST measurements from floating buoys, Argo floats, and radiometer-based satellite measurements that have been developed and deployed during the past two decades. We find a large cooling bias in ERSST version 3b and smaller but significant cooling biases in HadSST3 and COBE-SST from 2003 to the present, with respect to most series examined. These results suggest that reported rates of SST warming in recent years have been underestimated in these three data sets.",Science Advances,2017,CONTRADICT,CONTRADICT,CONTRADICT,CONTRADICT
5627,Did Scientists Detect Cocaine in Freshwater Shrimp?,"Researchers detected cocaine in multiple, freshwater-shrimp samples across the U.K.",https://www.snopes.com/fact-check/cocaine-shrimp/,Nature,3-May-19,TRUE,https://pubmed.ncbi.nlm.nih.gov/21536011/,Selective uptake and biological consequences of environmentally relevant antidepressant pharmaceutical exposures on male fathead minnows,"Melissa M Schultz, Meghan M Painter, Stephen E Bartell, Amanda Logue, Edward T Furlong, Stephen L Werner, Heiko L Schoenfuss","Antidepressant pharmaceuticals have been reported in wastewater effluent at the nanogram to low microgram-per-liter range, and include bupropion (BUP), fluoxetine (FLX), sertraline (SER), and venlafaxine (VEN). To assess the effects of antidepressants on reproductive anatomy, physiology, and behavior, adult male fathead minnows (Pimephales promelas) were exposed for 21 days either to a single concentration of the antidepressants FLX, SER, VEN, or BUP, or to an antidepressant mixture. The data demonstrated that exposure to VEN (305 ng/L and 1104 ng/L) and SER (5.2 ng/L) resulted in mortality. Anatomical alterations were noted within the testes of fish exposed to SER and FLX, both modulators of the neurotransmitter serotonin. Additionally, FLX at 28 ng/L induced vitellogenin in male fish--a common endpoint for estrogenic endocrine disruption. Significant alterations in male secondary sex characteristics were noted with single exposures. Effects of single compound exposures neither carried over, nor became additive in the antidepressant mixtures, and reproductive behavior was not affected. Analysis of brain tissues from the exposed fish suggested increased uptake of FLX, SER and BUP and minimal uptake of VEN when compared to exposure water concentrations. Furthermore, the only metabolite detected consistently in the brain tissues was norfluoxetine. Similar trends of uptake by brain tissue were observed when fish were exposed to antidepressant mixtures. The present study demonstrates that anatomy and physiology, but not reproductive behavior, can be disrupted by exposure to environmental concentrations of some antidepressants. The observation that antidepressant uptake into fish tissues is selective may have consequences on assessing the mode-of-action and effects of these compounds in future studies.",Aquatic Toxicology,2011,CONTRADICT,SUPPORT,SUPPORT,SUPPORT
